gene_symbol	Day 4	Day 7	Day 28
MIR1471	0	0	0
MIR148A	0	0	0
MIR148B	0	0	0
MIR149	0	0	0
MIR152	0	0	0
MIR153-1	0	0	0
MIR153-2	0	0	0
MIR1537	0	0	0
MIR154	0	0	0
MIR155HG	0	0	0
MIR15A	0	0	0
MIR15B	0	0	0
MIR16-1	0	0	0
MIR16-2	0	0	0
MIR181A1	0	0	0
MIR181A2	0	0	0
MIR181B1	0	0	0
MIR181B2	0	0	0
MIR181C	0	0	0
MIR181D	0	0	0
MIR182	0	0	0
MIR1826	0	0	0
MIR1827	0	0	0
MIR183	0	0	0
MIR184	0	0	0
MIR185	0	0	0
MIR186	0	0	0
MIR187	0	0	0
MIR188	0	0	0
MIR18B	0	0	0
MIR190	0	0	0
MIR1908	0	0	0
MIR1909	0	0	0
MIR190B	0	0	0
MIR191	0	0	0
MIR1910	0	0	0
MIR1911	0	0	0
MIR1912	0	0	0
MIR1913	0	0	0
MIR1914	0	0	0
MIR1915	0	0	0
MIR192	0	0	0
MIR193A	0	0	0
MIR193B	0	0	0
MIR194-1	0	0	0
MIR194-2	0	0	0
MIR195	0	0	0
MIR196A1	0	0	0
MIR196A2	0	0	0
MIR196B	0	0	0
MIR197	0	0	0
MIR1974	0	0	0
MIR1976	0	0	0
MIR1978	0	0	0
MIR1979	0	0	0
MIR199A1	0	0	0
MIR199A2	0	0	0
MIR199B	0	0	0
MIR19B2	0	0	0
MIR200A	0	0	0
MIR200B	0	0	0
MIR200C	0	0	0
MIR202	0	0	0
MIR203	0	0	0
MIR204	0	0	0
MIR205	0	0	0
MIR2052	0	0	0
MIR2053	0	0	0
MIR206	0	0	0
MIR208A	0	0	0
MIR208B	0	0	0
MIR20B	0	0	0
MIR21	0	0	0
MIR210	0	0	0
MIR211	0	0	0
MIR2113	0	0	0
MIR2114	0	0	0
MIR2115	0	0	0
MIR2116	0	0	0
MIR2117	0	0	0
MIR212	0	0	0
MIR214	0	0	0
MIR215	0	0	0
MIR216A	0	0	0
MIR216B	0	0	0
MIR217	0	0	0
MIR218-1	0	0	0
MIR218-2	0	0	0
MIR219-2	0	0	0
MIR220C	0	0	0
MIR221	0	0	0
MIR222	0	0	0
MIR223	0	0	0
MIR224	0	0	0
MIR2276	0	0	0
MIR2278	0	0	0
MIR23A	0	0	0
MIR23B	0	0	0
MIR24-1	0	0	0
MIR24-2	0	0	0
MIR25	0	0	0
MIR26A1	0	0	0
MIR26A2	0	0	0
MIR26B	0	0	0
MIR27A	0	0	0
MIR27B	0	0	0
MIR296	0	0	0
MIR297	0	0	0
MIR298	0	0	0
MIR299	0	0	0
MIR29A	0	0	0
MIR29B1	0	0	0
MIR300	0	0	0
MIR301A	0	0	0
MIR301B	0	0	0
MIR302A	0	0	0
MIR302B	0	0	0
MIR302C	0	0	0
MIR302D	0	0	0
MIR302E	0	0	0
MIR302F	0	0	0
MIR30A	0	0	0
MIR30B	0	0	0
MIR30C1	0	0	0
MIR30C2	0	0	0
MIR30D	0	0	0
MIR30E	0	0	0
MIR31	0	0	0
MIR32	0	0	0
MIR320A	0	0	0
MIR320B1	0	0	0
MIR320B2	0	0	0
MIR320C1	0	0	0
MIR323	0	0	0
MIR324	0	0	0
MIR325	0	0	0
MIR326	0	0	0
MIR328	0	0	0
MIR330	0	0	0
MIR331	0	0	0
MIR335	0	0	0
MIR337	0	0	0
MIR338	0	0	0
MIR339	0	0	0
MIR33A	0	0	0
MIR33B	0	0	0
MIR340	0	0	0
MIR342	0	0	0
MIR345	0	0	0
MIR346	0	0	0
MIR34A	0	0	0
MIR34B	0	0	0
MIR361	0	0	0
MIR362	0	0	0
MIR363	0	0	0
MIR365-1	0	0	0
MIR365-2	0	0	0
MIR367	0	0	0
MIR369	0	0	0
MIR370	0	0	0
MIR371	0	0	0
MIR372	0	0	0
MIR373	0	0	0
MIR374A	0	0	0
MIR374B	0	0	0
MIR375	0	0	0
MIR376A1	0	0	0
MIR376A2	0	0	0
MIR376B	0	0	0
MIR376C	0	0	0
MIR377	0	0	0
MIR379	0	0	0
MIR380	0	0	0
MIR381	0	0	0
MIR382	0	0	0
MIR383	0	0	0
MIR384	0	0	0
MIR409	0	0	0
MIR410	0	0	0
MIR411	0	0	0
MIR412	0	0	0
MIR421	0	0	0
MIR422A	0	0	0
MIR423	0	0	0
MIR424	0	0	0
MIR425	0	0	0
MIR429	0	0	0
MIR448	0	0	0
MIR449A	0	0	0
MIR449B	0	0	0
MIR449C	0	0	0
MIR450A1	0	0	0
MIR450A2	0	0	0
MIR450B	0	0	0
MIR451	0	0	0
MIR452	0	0	0
MIR453	0	0	0
MIR454	0	0	0
MIR455	0	0	0
MIR483	0	0	0
MIR485	0	0	0
MIR486	0	0	0
MIR487A	0	0	0
MIR487B	0	0	0
MIR488	0	0	0
MIR489	0	0	0
MIR490	0	0	0
MIR491	0	0	0
MIR493	0	0	0
MIR494	0	0	0
MIR495	0	0	0
MIR496	0	0	0
MIR497	0	0	0
MIR498	0	0	0
MIR499	0	0	0
MIR503	0	0	0
MIR504	0	0	0
MIR505	0	0	0
MIR506	0	0	0
MIR507	0	0	0
MIR508	0	0	0
MIR509-2	0	0	0
MIR509-3	0	0	0
MIR510	0	0	0
MIR511-2	0	0	0
MIR512-2	0	0	0
MIR513A2	0	0	0
MIR514-2	0	0	0
MIR515-2	0	0	0
MIR516A1	0	0	0
MIR517B	0	0	0
MIR518E	0	0	0
MIR518F	0	0	0
MIR519A2	0	0	0
MIR519B	0	0	0
MIR519D	0	0	0
MIR519E	0	0	0
MIR520H	0	0	0
MIR521-2	0	0	0
MIR523	0	0	0
MIR524	0	0	0
MIR525	0	0	0
MIR526A2	0	0	0
MIR532	0	0	0
MIR539	0	0	0
MIR541	0	0	0
MIR542	0	0	0
MIR543	0	0	0
MIR544	0	0	0
MIR545	0	0	0
MIR548A1	0	0	0
MIR548A2	0	0	0
MIR548A3	0	0	0
MIR548B	0	0	0
MIR548C	0	0	0
MIR548E	0	0	0
MIR548F1	0	0	0
MIR548F2	0	0	0
MIR548F3	0	0	0
MIR548F4	0	0	0
MIR548F5	0	0	0
MIR548G	0	0	0
MIR548H1	0	0	0
MIR548H3	0	0	0
MIR548H4	0	0	0
MIR548I1	0	0	0
MIR548I2	0	0	0
MIR548I4	0	0	0
MIR548J	0	0	0
MIR548K	0	0	0
MIR548L	0	0	0
MIR548M	0	0	0
MIR548N	0	0	0
MIR548O	0	0	0
MIR548P	0	0	0
MIR548Q	0	0	0
MIR549	0	0	0
MIR550-2	0	0	0
MIR551A	0	0	0
MIR551B	0	0	0
MIR552	0	0	0
MIR553	0	0	0
MIR554	0	0	0
MIR555	0	0	0
MIR556	0	0	0
MIR557	0	0	0
MIR558	0	0	0
MIR559	0	0	0
MIR561	0	0	0
MIR562	0	0	0
MIR563	0	0	0
MIR564	0	0	0
MIR567	0	0	0
MIR568	0	0	0
MIR569	0	0	0
MIR570	0	0	0
MIR571	0	0	0
MIR572	0	0	0
MIR573	0	0	0
MIR574	0	0	0
MIR575	0	0	0
MIR576	0	0	0
MIR577	0	0	0
MIR578	0	0	0
MIR579	0	0	0
MIR580	0	0	0
MIR581	0	0	0
MIR582	0	0	0
MIR583	0	0	0
MIR584	0	0	0
MIR585	0	0	0
MIR586	0	0	0
MIR587	0	0	0
MIR588	0	0	0
MIR589	0	0	0
MIR590	0	0	0
MIR591	0	0	0
MIR592	0	0	0
MIR593	0	0	0
MIR595	0	0	0
MIR596	0	0	0
MIR597	0	0	0
MIR598	0	0	0
MIR599	0	0	0
MIR601	0	0	0
MIR602	0	0	0
MIR603	0	0	0
MIR604	0	0	0
MIR605	0	0	0
MIR606	0	0	0
MIR607	0	0	0
MIR608	0	0	0
MIR609	0	0	0
MIR610	0	0	0
MIR611	0	0	0
MIR612	0	0	0
MIR613	0	0	0
MIR614	0	0	0
MIR616	0	0	0
MIR617	0	0	0
MIR618	0	0	0
MIR620	0	0	0
MIR623	0	0	0
MIR624	0	0	0
MIR625	0	0	0
MIR626	0	0	0
MIR627	0	0	0
MIR628	0	0	0
MIR629	0	0	0
MIR630	0	0	0
MIR631	0	0	0
MIR632	0	0	0
MIR633	0	0	0
MIR634	0	0	0
MIR635	0	0	0
MIR636	0	0	0
MIR637	0	0	0
MIR638	0	0	0
MIR639	0	0	0
MIR640	0	0	0
MIR641	0	0	0
MIR642	0	0	0
MIR643	0	0	0
MIR644	0	0	0
MIR645	0	0	0
MIR646	0	0	0
MIR647	0	0	0
MIR648	0	0	0
MIR649	0	0	0
MIR651	0	0	0
MIR652	0	0	0
MIR653	0	0	0
MIR654	0	0	0
MIR655	0	0	0
MIR656	0	0	0
MIR657	0	0	0
MIR658	0	0	0
MIR659	0	0	0
MIR660	0	0	0
MIR663B	0	0	0
MIR665	0	0	0
MIR668	0	0	0
MIR670	0	0	0
MIR708	0	0	0
MIR7-1	0	0	0
MIR718	0	0	0
MIR7-2	0	0	0
MIR720	0	0	0
MIR7-3	0	0	0
MIR744	0	0	0
MIR758	0	0	0
MIR759	0	0	0
MIR760	0	0	0
MIR761	0	0	0
MIR764	0	0	0
MIR765	0	0	0
MIR766	0	0	0
MIR767	0	0	0
MIR769	0	0	0
MIR770	0	0	0
MIR802	0	0	0
MIR873	0	0	0
MIR874	0	0	0
MIR875	0	0	0
MIR876	0	0	0
MIR877	0	0	0
MIR885	0	0	0
MIR886	0	0	0
MIR887	0	0	0
MIR888	0	0	0
MIR889	0	0	0
MIR890	0	0	0
MIR891A	0	0	0
MIR891B	0	0	0
MIR892A	0	0	0
MIR892B	0	0	0
MIR9-1	0	0	0
MIR920	0	0	0
MIR921	0	0	0
MIR924	0	0	0
MIR92A2	0	0	0
MIR92B	0	0	0
MIR93	0	0	0
MIR9-3	0	0	0
MIR933	0	0	0
MIR934	0	0	0
MIR937	0	0	0
MIR938	0	0	0
MIR939	0	0	0
MIR940	0	0	0
MIR941-2	0	0	0
MIR942	0	0	0
MIR943	0	0	0
MIR944	0	0	0
MIR95	0	0	0
MIR96	0	0	0
MIR98	0	0	0
MIR99A	0	0	0
MIR99B	0	0	0
MIRH1	0	0	0
MIRLET7A1	0	0	0
MIRLET7A2	0	0	0
MIRLET7C	0	0	0
MIRLET7D	0	0	0
MIRLET7E	0	0	0
MIRLET7F1	0	0	0
MIRLET7F2	0	0	0
MIRLET7G	0	0	0
MIRLET7I	0	0	0
MIS12	0	0	0
MIST	0	0	0
MITD1	0	0	0
MITF	0	0	0
MIXL1	0	0	0
MKI67	0	0	0
MKI67IP	0	0	0
MKKS	0	0	0
MKL1	0	0	0
MKL2	0	0	0
MKLN1	0	0	0
MKNK1	0	0	0
MKNK2	0	0	0
MKRN1	0	0	0
MKRN2	0	0	0
MKRN3	0	0	0
MKS1	0	0	0
MKX	0	0	0
MLANA	0	0	0
MLC1	0	0	0
MLEC	1	0	0
MLF1	0	0	0
MLF1IP	0	0	0
MLF2	0	0	0
MLH1	0	0	0
MLH3	0	0	0
MLKL	0	0	0
MLL	0	0	0
MLL2	0	0	0
MLL3	0	0	0
MLL4	0	0	0
MLL5	0	0	0
MLLT1	0	0	0
MLLT10	0	0	0
MLLT11	0	0	0
MLLT3	0	0	0
MLLT4	0	0	0
MLLT6	0	0	0
MLN	0	0	0
MLNR	0	0	0
MLPH	0	0	0
MLST8	0	0	0
MLX	0	0	0
MLXIP	0	0	0
MLXIPL	0	0	0
MLYCD	0	0	0
MMAA	0	0	0
MMAB	0	0	0
MMACHC	0	0	0
MMADHC	0	0	0
MMD	0	0	0
MMD2	0	0	0
MME	0	0	0
MMEL1	0	0	0
MMGT1	0	0	0
MMP1	0	0	0
MMP10	0	0	0
MMP11	0	0	0
MMP12	0	0	0
MMP13	0	0	0
MMP14	0	0	0
MMP15	0	0	0
MMP16	0	0	0
MMP17	0	0	0
MMP19	0	0	0
MMP2	0	0	0
MMP20	0	0	0
MMP21	0	0	0
MMP23A	0	0	0
MMP23B	0	0	0
MMP24	0	0	0
MMP25	0	0	0
MMP26	0	0	0
MMP27	0	0	0
MMP28	0	0	0
MMP3	0	0	0
MMP7	0	0	0
MMP8	0	0	0
MMP9	0	0	0
MMPL1	0	0	0
MMRN1	0	0	0
MMRN2	0	0	0
MMS19	0	0	0
MMS19L	0	0	0
MN1	0	0	0
MNAT1	0	0	0
MND1	0	0	0
MNDA	1	0	0
MNS1	0	0	0
MNT	0	0	0
MNX1	0	0	0
MOAP1	0	0	0
MOBK1B	0	0	0
MOBKL1A	0	0	0
MOBKL1B	0	0	0
MOBKL2A	0	0	0
MOBKL2B	0	0	0
MOBKL2C	1	0	0
MOBKL3	0	0	0
MOBP	0	0	0
MOCOS	0	0	0
MOCS1	0	0	0
MOCS2	0	0	0
MOCS3	0	0	0
MOG	0	0	0
MOGAT1	0	0	0
MOGAT2	0	0	0
MOGAT3	0	0	0
MOGS	0	0	0
MON1A	0	0	0
MON1B	0	0	0
MON2	0	0	0
MORC1	0	0	0
MORC2	1	0	0
MORC3	0	0	0
MORC4	0	0	0
MORF4	0	0	0
MORF4L1	0	0	0
MORF4L2	0	0	0
MORG1	0	0	0
MORN1	0	0	0
MORN2	0	0	0
MORN3	0	0	0
MORN4	0	0	0
MORN5	0	0	0
MOS	0	0	0
MOSC1	0	0	0
MOSC2	0	0	0
MOSPD1	0	0	0
MOSPD2	0	0	0
MOSPD3	0	0	0
MOV10	0	0	0
MOV10L1	0	0	0
MOXD1	0	0	0
MOXD2	0	0	0
MPDU1	0	0	0
MPDZ	0	0	0
MPEG1	0	0	0
MPG	0	0	0
MPHOSPH10	0	0	0
MPHOSPH6	0	0	0
MPHOSPH8	0	0	0
MPHOSPH9	0	0	0
MPI	0	0	0
MPL	0	0	0
MPND	0	0	0
MPO	0	0	0
MPP1	0	0	0
MPP2	0	0	0
MPP3	0	0	0
MPP4	0	0	0
MPP5	0	0	0
MPP6	0	0	0
MPP7	0	0	0
MPPE1	0	0	0
MPPED1	0	0	0
MPPED2	0	0	0
MPRIP	0	0	0
MPST	0	0	0
MPV17	0	0	0
MPV17L	0	0	0
MPV17L2	0	0	0
MPZ	0	0	0
MPZL1	0	0	0
MPZL2	0	0	0
MPZL3	0	0	0
MR1	0	0	0
MRAP	0	0	0
MRAP2	0	0	0
MRAS	0	0	0
MRC1	0	0	0
MRC1L1	0	0	0
MRC2	0	0	0
MRE11A	0	0	0
MREG	0	0	0
MRFAP1	0	0	0
MRFAP1L1	0	0	0
MRGPRD	0	0	0
MRGPRE	0	0	0
MRGPRF	0	0	0
MRGPRG	0	0	0
MRGPRX1	0	0	0
MRGPRX2	0	0	0
MRGPRX3	0	0	0
MRGPRX4	0	0	0
MRI1	0	0	0
MRLC2	0	0	0
MRM1	0	0	0
MRO	0	0	0
MRP63	0	0	0
MRPL1	0	0	0
MRPL10	0	0	0
MRPL11	0	0	0
MRPL12	0	0	0
MRPL13	0	0	0
MRPL14	0	0	0
MRPL15	0	0	0
MRPL16	0	0	0
MRPL17	0	0	0
MRPL18	0	0	0
MRPL19	0	0	0
MRPL2	0	0	0
MRPL20	0	0	0
MRPL21	0	0	0
MRPL22	0	0	0
MRPL23	0	1	0
MRPL24	0	0	0
MRPL27	0	0	0
MRPL28	0	0	0
MRPL3	0	0	0
MRPL30	0	0	0
MRPL32	0	0	0
MRPL33	0	0	0
MRPL34	0	0	0
MRPL35	1	0	0
MRPL36	0	0	0
MRPL37	0	0	0
MRPL38	0	0	0
MRPL39	0	0	0
MRPL4	0	0	0
MRPL40	0	0	0
MRPL41	0	0	0
MRPL42	0	0	0
MRPL42P5	0	0	0
MRPL43	0	0	0
MRPL44	0	0	0
MRPL45	0	0	0
MRPL46	0	0	0
MRPL47	0	0	0
MRPL48	0	0	0
MRPL49	0	0	0
MRPL50	0	0	0
MRPL51	1	0	0
MRPL52	0	0	0
MRPL53	0	0	0
MRPL54	0	0	0
MRPL55	0	0	0
MRPL9	0	0	0
MRPS10	0	0	0
MRPS11	0	0	0
MRPS12	0	0	0
MRPS14	0	0	0
MRPS15	0	0	0
MRPS16	-1	0	0
MRPS17	1	0	0
MRPS18A	0	0	0
MRPS18B	0	0	0
MRPS18C	0	0	0
MRPS2	0	0	0
MRPS21	0	0	0
MRPS22	0	0	0
MRPS23	0	0	0
MRPS24	0	0	0
MRPS25	0	0	0
MRPS26	0	0	0
MRPS27	0	0	0
MRPS28	0	0	0
MRPS30	0	0	0
MRPS31	0	0	0
MRPS33	0	0	0
MRPS34	0	0	0
MRPS35	0	0	0
MRPS36	0	0	0
MRPS5	0	0	0
MRPS6	0	0	0
MRPS7	0	0	0
MRPS9	0	0	0
MRRF	0	0	0
MRS2	0	0	0
MRS2P2	0	0	0
MRTO4	0	0	0
MRVI1	0	0	0
MS4A1	0	0	0
MS4A10	0	0	0
MS4A12	0	0	0
MS4A13	0	0	0
MS4A14	0	0	0
MS4A15	0	0	0
MS4A2	0	0	0
MS4A3	0	0	0
MS4A4A	0	0	0
MS4A5	0	0	0
MS4A6A	1	0	0
MS4A6E	0	0	0
MS4A7	0	0	0
MS4A8B	0	0	0
MSC	0	0	0
MSGN1	0	0	0
MSH2	0	0	0
MSH3	0	0	0
MSH4	0	0	0
MSH5	0	0	0
MSH6	0	0	0
MSI1	0	0	0
MSI2	0	0	0
MSL1	0	0	0
MSL2	0	0	0
MSL3	0	-1	0
MSL3L1	0	-1	0
MSL3L2	0	0	0
MSLN	0	0	0
MSLNL	0	0	0
MSMB	0	0	0
MSMP	0	0	0
MSN	0	0	0
MSR1	0	0	0
MSRA	0	0	0
MSRB2	0	0	0
MSRB3	0	0	0
MST1	0	0	0
MST1R	0	0	0
MST4	-1	0	0
MSTN	0	0	0
MSTO1	0	0	0
MSTO2P	0	0	0
MSTP9	0	0	0
MSX1	0	0	0
MSX2	0	0	0
MSX2P1	0	0	0
MT1A	0	0	0
MT1B	0	0	0
MT1E	0	0	0
MT1F	0	0	0
MT1G	0	0	0
MT1H	0	0	0
MT1IP	0	0	0
MT1JP	0	0	0
MT1L	0	0	0
MT1M	0	0	0
MT1P2	0	0	0
MT1X	0	0	0
MT2A	0	0	0
MT3	0	0	0
MT4	0	0	0
MTA1	0	0	0
MTA2	0	0	0
MTA3	0	0	0
MTAP	0	0	0
MTBP	0	0	0
MTCH1	0	0	0
MTCH2	0	0	0
MTCP1	0	0	0
MTDH	0	0	0
MTE	0	0	0
MTERF	0	0	0
MTERFD1	0	0	0
MTERFD2	0	0	0
MTERFD3	0	0	0
MTF1	0	0	0
MTF2	0	-1	0
MTFMT	0	0	0
MTFR1	0	0	0
MTG1	0	0	0
MTHFD1	0	0	0
MTHFD1L	0	0	0
MTHFD2	0	0	0
MTHFD2L	0	0	0
MTHFR	0	0	0
MTHFS	0	0	0
MTHFSD	0	0	0
MTIF2	0	0	0
MTIF3	0	0	0
MTL5	0	0	0
MTM	0	0	0
MTM1	0	0	0
MTMR1	0	0	0
MTMR10	0	0	0
MTMR11	0	0	0
MTMR12	0	0	0
MTMR14	0	0	0
MTMR15	0	0	0
MTMR2	0	0	0
MTMR3	0	0	0
MTMR4	0	0	0
MTMR6	0	0	0
MTMR7	0	0	0
MTMR8	0	0	0
MTMR9	0	0	0
MTNR1A	0	0	0
MTNR1B	0	0	0
MTO1	0	0	0
MTP18	0	0	0
MTPAP	0	0	0
MTPN	0	0	0
MTR	0	0	0
MTRF1	0	0	0
MTRF1L	0	0	0
MTRR	0	0	0
MTSS1	0	0	0
MTSS1L	0	0	0
MTTP	0	0	0
MTUS1	0	0	0
MTUS2	0	0	0
MTX1	0	0	0
MTX2	0	0	0
MTX3	0	0	0
MUC1	0	0	0
MUC12	0	0	0
MUC13	0	0	0
MUC15	0	0	0
MUC16	0	0	0
MUC17	0	0	0
MUC19	0	0	0
MUC2	0	0	0
MUC20	0	0	0
MUC21	0	0	0
MUC3A	0	0	0
MUC3B	0	0	0
MUC4	0	0	0
MUC5AC	0	0	0
MUC5B	0	0	0
MUC6	0	0	0
MUC7	0	0	0
MUCDHL	0	0	0
MUCL1	0	0	0
MUDENG	0	0	0
MUL1	0	0	0
MUM1	0	0	0
MUM1L1	0	0	0
MUPCDH	0	0	0
MURC	0	0	0
MUS81	0	0	0
MUSK	0	0	0
MUSTN1	0	0	0
MUT	0	0	0
MUTED	0	0	0
MUTYH	0	0	0
MVD	0	0	0
MVK	0	0	0
MVP	0	0	0
MX1	0	0	0
MX2	0	0	0
MXD1	0	0	0
MXD3	0	0	0
MXD4	0	0	0
MXI1	0	0	0
MXRA5	0	0	0
MXRA7	0	0	0
MXRA8	0	0	0
MYADM	0	0	0
MYADML	0	0	0
MYB	0	0	0
MYBBP1A	0	0	0
MYBL1	0	0	0
MYBL2	0	0	0
MYBPC1	0	0	0
MYBPC2	0	0	0
MYBPC3	0	0	0
MYBPH	0	0	0
MYBPHL	0	0	0
MYC	0	0	0
MYCBP	0	0	0
MYCBP2	0	0	0
MYCBPAP	0	0	0
MYCL1	0	0	0
MYCN	0	0	0
MYCNOS	0	0	0
MYCT1	0	0	0
MYD88	0	0	0
MYEF2	0	0	0
MYEOV	0	0	0
MYEOV2	0	0	0
MYF5	0	0	0
MYF6	0	0	0
MYH1	0	0	0
MYH10	0	0	0
MYH11	0	0	0
MYH13	0	0	0
MYH14	0	0	0
MYH15	0	0	0
MYH16	0	0	0
MYH2	0	0	0
MYH3	0	0	0
MYH4	0	0	0
MYH6	0	0	0
MYH7	0	0	0
MYH7B	0	0	0
MYH8	0	0	0
MYH9	0	0	0
MYL1	0	0	0
MYL12A	0	0	0
MYL2	0	0	0
MYL3	0	0	0
MYL4	0	0	0
MYL5	0	0	0
MYL6	0	0	0
MYL6B	0	0	0
MYL7	0	0	0
MYL9	0	0	0
MYLC2PL	0	0	0
MYLIP	0	0	0
MYLK	0	0	0
MYLK2	0	0	0
MYLK3	0	0	0
MYLK4	0	0	0
MYLPF	0	0	0
MYNN	0	0	0
MYO10	0	0	0
MYO15A	0	0	0
MYO15B	0	0	0
MYO16	0	0	0
MYO18A	0	0	0
MYO18B	0	0	0
MYO19	0	0	0
MYO1A	0	0	0
MYO1B	0	0	0
MYO1C	0	0	0
MYO1D	0	0	0
MYO1E	0	0	0
MYO1F	0	0	0
MYO1G	0	0	0
MYO1H	0	0	0
MYO3A	0	0	0
MYO3B	0	0	0
MYO5A	0	0	0
MYO5B	0	0	0
MYO5C	0	0	0
MYO6	0	0	0
MYO7A	0	0	0
MYO7B	0	0	0
MYO9A	0	0	0
MYO9B	0	0	0
MYOC	0	0	0
MYOCD	0	0	0
MYOD1	0	0	0
MYOF	0	0	0
MYOG	0	0	0
MYOHD1	0	0	0
MYOM1	0	0	0
MYOM2	0	0	0
MYOM3	0	0	0
MYOT	0	0	0
MYOZ1	0	0	0
MYOZ2	0	0	0
MYOZ3	0	0	0
MYPN	0	0	0
MYPOP	0	0	0
MYRIP	0	0	0
MYSM1	0	0	0
MYST1	0	0	0
MYST2	0	0	0
MYST3	0	0	0
MYST4	0	0	0
MYT1	0	0	0
MYT1L	0	0	0
MZF1	0	0	0
N4BP1	0	0	0
N4BP2	-1	0	0
N4BP2L1	0	0	0
N4BP2L2	0	0	0
N4BP3	0	0	0
N6AMT1	0	0	0
N6AMT2	0	0	0
NAAA	1	0	0
NAALAD2	0	0	0
NAALADL1	0	0	0
NAALADL2	0	0	0
NAB1	0	0	0
NAB2	0	0	0
NACA	0	0	0
NACA2	0	0	0
NACAD	0	0	0
NACAP1	0	0	0
NACC1	0	0	0
NACC2	0	0	0
NADK	0	0	0
NADSYN1	0	0	0
NAE1	0	0	0
NAF1	0	0	0
NAG18	0	0	0
NAGA	0	0	0
NAGK	1	0	0
NAGLU	0	0	0
NAGPA	0	0	0
NAGS	0	0	0
NAIF1	0	0	0
NAIP	0	0	0
NALCN	0	0	0
NALP5	0	0	0
NAMPT	0	0	0
NANOG	0	0	0
NANOS1	0	0	0
NANOS2	0	0	0
NANOS3	0	0	0
NANP	0	0	0
NANS	0	1	0
NAP1L1	0	0	0
NAP1L2	0	0	0
NAP1L3	0	0	0
NAP1L4	0	0	0
NAP1L5	0	0	0
NAP1L6	0	0	0
NAPA	0	0	0
NAPB	0	0	0
NAPEPLD	0	0	0
NAPG	0	0	0
NAPRT1	0	0	0
NAPSA	0	0	0
NAPSB	0	0	0
NARF	0	0	0
NARFL	0	0	0
NARG1	0	0	0
NARG1L	0	0	0
NARG2	0	0	0
NARS	0	0	0
NARS2	0	0	0
NASP	0	0	0
NAT1	0	0	0
NAT10	1	0	0
NAT11	0	0	0
NAT12	0	0	0
NAT13	0	0	0
NAT14	0	0	0
NAT15	0	0	0
NAT2	0	0	0
NAT5	0	0	0
NAT6	-1	0	0
NAT8	0	0	0
NAT8B	0	0	0
NAT8L	0	0	0
NAT9	0	0	0
NAV1	0	0	0
NAV2	0	0	0
NAV3	0	0	0
NBAS	0	0	0
NBEA	0	0	0
NBEAL1	0	0	0
NBEAL2	0	0	0
NBL1	0	0	0
NBLA00301	0	0	0
NBN	0	0	0
NBPF1	0	0	0
NBPF10	0	0	0
NBPF11	0	0	0
NBPF12	0	0	0
NBPF14	0	0	0
NBPF15	0	0	0
NBPF16	0	0	0
NBPF20	0	0	0
NBPF22P	0	0	0
NBPF3	0	0	0
NBPF4	0	0	0
NBPF5	0	0	0
NBPF6	0	0	0
NBPF7	0	0	0
NBPF8	0	0	0
NBPF9	0	0	0
NBR1	0	0	0
NBR2	0	0	0
NCALD	0	0	0
NCAM1	0	0	0
NCAM2	0	0	0
NCAN	0	0	0
NCAPD2	0	0	0
NCAPD3	0	0	0
NCAPG	0	0	0
NCAPG2	0	0	0
NCAPH	0	0	0
NCAPH2	0	0	0
NCBP1	0	0	0
NCBP2	0	0	0
NCCRP1	0	0	0
NCDN	0	0	0
NCF1	0	0	0
NCF1B	0	0	0
NCF1C	0	0	0
NCF2	1	0	0
NCF4	0	0	0
NCK1	0	0	0
NCK2	-1	0	0
NCKAP1	0	0	0
NCKAP1L	0	0	0
NCKAP5	0	0	0
NCKIPSD	0	0	0
NCL	0	0	0
NCLN	0	0	0
NCOA1	0	0	0
NCOA2	0	0	0
NCOA3	0	0	0
NCOA4	0	0	0
NCOA5	0	0	0
NCOA6	0	0	0
NCOA6IP	0	0	0
NCOA7	0	0	0
NCOR1	0	0	0
NCOR2	0	0	0
NCR1	0	0	0
NCR2	0	0	0
NCR3	0	0	0
NCRNA00028	0	0	0
NCRNA00051	0	0	0
NCRNA00081	0	0	0
NCRNA00085	0	0	0
NCRNA00086	0	0	0
NCRNA00087	0	0	0
NCRNA00092	0	0	0
NCRNA00093	0	0	0
NCRNA00094	0	0	0
NCRNA00095	0	0	0
NCRNA00099	0	0	0
NCRNA00111	0	0	0
NCRNA00112	0	0	0
NCRNA00113	0	0	0
NCRNA00115	0	0	0
NCRNA00119	0	0	0
NCRNA00120	0	0	0
NCRNA00152	0	0	0
NCRNA00153	0	0	0
NCRNA00157	0	0	0
NCRNA00158	0	0	0
NCRNA00159	0	0	0
NCRNA00160	0	0	0
NCRNA00161	0	0	0
NCRNA00162	0	0	0
NCRNA00167	0	0	0
NCRNA00168	0	0	0
NCRNA00173	0	0	0
NCRNA00181	0	0	0
NCRNA00200	0	0	0
NCRNA00219	0	0	0
NCSTN	0	0	0
NDC80	0	0	0
NDE1	0	-1	0
NDEL1	1	0	0
NDFIP1	0	0	0
NDFIP2	0	0	0
NDN	0	0	0
NDNL2	0	0	0
NDOR1	0	0	0
NDP	0	0	0
NDRG1	0	0	0
NDRG2	0	0	0
NDRG3	0	0	0
NDRG4	0	0	0
NDST1	0	0	0
NDST2	0	0	0
NDST3	0	0	0
NDST4	0	0	0
NDUFA1	0	0	0
NDUFA10	0	0	0
NDUFA11	0	0	0
NDUFA12	0	0	0
